,route_name,route_direction_id,stop_id,stop_name,boardings,alightings,total_b_a,geometry
1350,523,238740,62282,Mathilda & Maude,52.97390558787616,21.606635602959134,74.58054119083529,POINT (6116954.780295 1967785.70975898)
1352,523,238740,62284,Mathilda & California,13.544932844932848,6.9991973712561935,20.544130216189046,POINT (6116422.45327567 1965691.0738564)
1366,25,238791,62312,De Anza & Pacifica,18.195843535549415,23.549298985328388,41.7451425208778,POINT (6116148.37475558 1941408.04072964)
1371,523,238971,62317,Sunnyvale-Saratoga & Homestead,55.50350433879844,41.54883229515579,97.05233663395424,POINT (6116278.12580842 1949208.60518098)
1375,523,238971,62321,Sunnyvale-Saratoga & Fremont,133.96836774336774,79.42384690472927,213.39221464809697,POINT (6116356.74343333 1954507.55750956)
1422,523,238801,62394,Sunnyvale-Saratoga & Fremont,95.24553991759878,322.2715119031296,417.51705182072834,POINT (6116241.42312591 1954495.24388589)
1583,60,239040,62636,Brokaw & Bering,10.45137493225729,4.716516490045899,15.167891422303192,POINT (6150790.16603616 1962681.41124056)
1584,60,239040,62638,Brokaw & Rogers,7.632625462772521,9.570924990042636,17.203550452815158,POINT (6151541.19143699 1963285.47860198)
1585,60,239040,62639,Brokaw & Junction,15.086808452984915,15.936890070713602,31.023698523698506,POINT (6152470.88380332 1963985.19636264)
1586,60,239040,62640,Brokaw & Ridder Park,8.240647179617767,24.585475472240173,32.82612265185795,POINT (6154888.25560899 1964720.18111314)
1587,60,239040,62641,Murphy & Oakland,29.275514926250217,49.64635389120686,78.92186881745704,POINT (6156364.32745999 1964773.1504954)
1588,60,239040,62642,Murphy & Ringwood,4.209631871396576,20.619405920876503,24.829037792273073,POINT (6157971.57227699 1965676.34980448)
1601,60,239041,62672,Murphy & Lundy,46.003030711118925,15.219604251957191,61.222634963076146,POINT (6158790.47779141 1966426.72067906)
1602,60,239041,62673,Murphy & Ringwood,26.624460098724793,13.762079423844126,40.38653952256893,POINT (6157627.90400109 1965564.20042248)
1603,60,239041,62674,Brokaw & Oakland,39.5160426175132,22.282154365242594,61.79819698275583,POINT (6155723.91043374 1964949.84732048)
1604,60,239041,62675,Brokaw & Ridder Park,12.171857309357305,6.0799688873218285,18.251826196679144,POINT (6154620.67510742 1964703.79367873)
1605,60,239041,62676,Brokaw & Junction,19.5003938871586,29.47547681077092,48.97587069792952,POINT (6151806.94681099 1963642.33976489)
1623,60,239040,62706,Winchester & Budd,36.507590285531464,1.6695945394474807,38.17718482497892,POINT (6139920.29866832 1928069.23702674)
1624,60,239040,62707,Winchester & Rincon,19.63581712405242,0.31299019607843137,19.94880732013085,POINT (6139932.38722683 1929582.07848923)
1625,60,239040,62708,Winchester & Campbell,74.09404108962933,10.386331642213992,84.48037273184335,POINT (6139942.64508033 1930413.26613131)
1626,60,239040,62709,Winchester & Latimer,5.966766648384298,4.933880090497735,10.900646738882033,POINT (6139949.90589258 1931689.48733215)
1627,60,239040,62710,Winchester & Hamilton,49.4299810483634,21.21593137254903,70.6459124209124,POINT (6139958.05941959 1932459.89524014)
1628,60,239040,62711,Winchester & Colonial,51.23043908705672,38.444488436400206,89.67492752345693,POINT (6139981.52000257 1933823.98929673)
1629,60,239040,62712,Winchester & Driftwood,61.78168514492043,11.820323630617752,73.60200877553818,POINT (6139988.46093358 1934516.12472348)
1630,60,239040,62713,Winchester & Payne,78.61461324623092,31.525894203835378,110.1405074500663,POINT (6139997.41892092 1935620.07855231)
1631,60,239040,62714,Winchester & Walgrove,20.727778104248685,11.907730912877968,32.635509017126665,POINT (6140009.64855525 1937442.07950148)
1632,60,239040,62716,Winchester & Moorpark,31.922571709336403,15.843041598923952,47.76561330826036,POINT (6140031.95789383 1940684.09762374)
1633,60,239040,62717,Winchester & Olsen,24.316511674599912,25.13139148433266,49.44790315893258,POINT (6140047.324661 1941807.25285773)
1634,60,239040,62718,Winchester & Olin,16.433873316226258,37.07582588979648,53.50969920602272,POINT (6140045.69408683 1942602.93925849)
1635,60,239040,62720,Winchester & Woodland,10.093224259400724,12.061491449726745,22.154715709127466,POINT (6140083.49289575 1946355.98162115)
1636,60,239040,62721,Winchester & Kenwood,12.824670754082513,7.588334296422531,20.413005050505046,POINT (6140087.16185166 1946968.0561844)
1637,60,239040,62722,Winchester & Tulip,3.6602520845167894,5.502422250951661,9.162674335468449,POINT (6140099.87836166 1947751.13992006)
1638,60,239040,62723,Winchester & Newhall,18.32669267007502,12.268692581927878,30.595385252002902,POINT (6140121.47444709 1948713.24626356)
1639,60,239040,62725,Bellomy & Lincoln,8.127348958231305,12.415905418111299,20.54325437634261,POINT (6140369.55564383 1950407.05783656)
1640,60,239040,62726,Monroe & Bellomy,3.8679079090843786,6.051249485808309,9.919157394892688,POINT (6141468.148591 1951002.19641006)
1641,22,238751,62729,El Camino & Washington,31.206565738183382,38.36888201667617,69.57544775485954,POINT (6141074.23697725 1954839.47777748)
1655,22,238750,62743,El Camino & Monroe,24.71363318054494,54.9869165964754,79.70054977702036,POINT (6140195.74759249 1954350.55355848)
1657,60,239041,62746,Market & Monroe,7.648854740031211,6.472873205226145,14.121727945257355,POINT (6141243.680536 1951245.27367981)
1658,60,239041,62747,Market & Lincoln,6.878189620836677,5.963451744334098,12.84164136517077,POINT (6140219.31217791 1950805.57738073)
1659,60,239041,62748,Winchester & Bellomy,7.631733299380356,6.700990757608403,14.332724056988754,POINT (6139762.27962741 1950055.96372248)
1660,60,239041,62749,Winchester & Newhall,19.640924435042074,18.250784101519397,37.89170853656147,POINT (6140052.55168466 1948506.02226856)
1661,60,239041,62750,Winchester & Tulip,4.088331684655214,7.296795524736702,11.385127209391912,POINT (6140031.48053259 1947596.70879848)
1662,60,239041,62751,Winchester & Dolores,10.632434966993795,11.788508142184611,22.420943109178396,POINT (6140017.50615108 1946826.39012915)
1663,60,239041,62753,Winchester & Stevens Creek,114.04481188745889,63.61646743779094,177.66127932524995,POINT (6139971.84909016 1943129.91195782)
1664,60,239041,62754,Winchester & Olsen,29.642949044419627,26.05287571905219,55.69582476347179,POINT (6139948.73102616 1941825.89553697)
1665,60,239041,62755,Winchester & Williams,50.52054693672343,56.60354514766282,107.1240920843862,POINT (6139911.36922425 1938120.18739723)
1666,60,239041,62756,Winchester & Greentree,3.8205269403798825,8.177111695494048,11.997638635873933,POINT (6139913.62709375 1936914.4621184)
1667,60,239041,62757,Winchester & Payne,31.166996320672784,98.78086766175001,129.9478639824228,POINT (6139896.51065816 1935396.96384107)
1668,60,239041,62758,Winchester & Cadillac,39.08963928228635,78.24633438456968,117.33597366685603,POINT (6139883.86927925 1933961.69308956)
1669,60,238641,62760,Winchester & Hamilton,25.11129566707802,48.95748787356434,74.06868354064235,POINT (6139880.11830249 1932536.84554556)
1670,60,239041,62761,Winchester & Latimer,3.3739468864468867,8.92108594020358,12.295032826650466,POINT (6139882.52184099 1931452.74371114)
1671,60,239041,62762,Winchester & Campbell,9.925856251591545,61.75162337662338,71.67747962821491,POINT (6139859.41886882 1930543.82754998)
1672,60,239041,62764,Winchester & Mission,0.8242424242424236,21.06433403198109,21.88857645622352,POINT (6139863.94182566 1929220.81313564)
1673,60,239041,62765,Winchester & Catalpa,1.0500969618616676,25.023829520153043,26.07392648201471,POINT (6139859.44281891 1928554.8587589)
1814,523,238970,62943,7th & Santa Clara,143.2345149948091,177.93838253250016,321.17289752730915,POINT (6159407.56710841 1948678.3165434)
1877,23,238760,63026,Alum Rock & King,55.57118690133395,107.34849709114418,162.91968399247804,POINT (6167854.94883566 1953833.68254498)
1878,23,238760,63027,Alum Rock & McCreery,18.390304058686414,39.55531208987093,57.945616148557335,POINT (6168707.6590725 1954323.86529164)
1879,23,238760,63028,Alum Rock & Checkers,10.292632367632368,22.678441901236024,32.9710742688684,POINT (6169292.45645933 1954661.72124323)
1880,23,238760,63029,Alum Rock & Jose Figueres,15.35955515073162,81.74021689095225,97.09977204168378,POINT (6170318.09909308 1955255.06027965)
1881,23,238760,63030,Alum Rock & Jackson,32.55360228007285,93.3904002859885,125.9440025660614,POINT (6171370.29416716 1955858.61681531)
1882,23,238760,63031,Alum Rock & Muirfield,2.8011779886779893,55.81124267888976,58.61242066756773,POINT (6172728.42137216 1956638.81440189)
1885,25,238791,63038,Alum Rock & Capitol,71.6615121806298,2.20781546884488,73.86932764947468,POINT (6173769.22736141 1957225.8742514)
1886,25,238791,63040,Alum Rock & Cedar,8.492296184207948,9.979733501792317,18.47202968600027,POINT (6174885.24415825 1957872.71547739)
1887,25,238790,63062,Alum Rock & White,38.32730904716203,95.94482298747003,134.27213203463202,POINT (6175612.363767 1958378.73513465)
1888,25,238790,63063,Alum Rock & Cedar,5.592969367234072,10.064819902319897,15.657789269553973,POINT (6174958.59801416 1958003.12696198)
1889,23,238761,63065,Alum Rock & Capitol,98.59542124542126,3.3481393606393604,101.94356060606064,POINT (6173469.36083516 1957150.77039897)
1890,23,238761,63066,Alum Rock & Alexander,51.0666292041292,2.9978396603396598,54.06446886446887,POINT (6172874.74719499 1956810.05323264)
1891,23,238761,63067,Alum Rock & Jackson,96.30598568098569,26.798210123210122,123.10419580419575,POINT (6171311.78280124 1955913.3493174)
1892,23,238761,63069,Alum Rock & Jose Figueres,83.12388028638027,14.88482767232767,98.00870795870792,POINT (6170307.07188417 1955337.15099473)
1893,23,238761,63070,Alum Rock & Sunset,24.713553113553107,9.568140193140193,34.28169330669332,POINT (6169602.12939641 1954930.36178206)
1894,23,238761,63071,Alum Rock & McCreery,49.84518814518814,22.765101565101553,72.6102897102897,POINT (6168809.38885592 1954484.07461689)
1983,23,238761,63264,2nd & Santa Clara,150.42211954711948,166.93421162171163,317.35633116883116,POINT (6157846.73263167 1947830.77361906)
2232,25,238790,63600,White & Story,129.87972795178678,264.2569224076578,394.13665035944433,POINT (6178109.03823557 1955146.98405223)
2233,25,238790,63601,White & Buckner,24.173339405692353,35.15905303846483,59.332392444157186,POINT (6177699.65585224 1955715.72110373)
2234,25,238790,63602,White & Easthills,9.22426650147238,36.27964625244038,45.50391275391277,POINT (6176959.3315455 1956764.71145982)
2235,25,238790,63603,White & Florence,19.197741147741148,28.73718520042049,47.93492634816164,POINT (6176416.50946841 1957533.08525115)
2304,25,238791,63681,White & Alum Rock,129.13752930076458,61.804011674599934,190.9415409753645,POINT (6175889.93342184 1958153.76281556)
2305,25,238791,63682,White & Easthills,53.80700369891552,25.173446896241018,78.9804505951565,POINT (6176539.7851405 1957228.0100739)
2410,522,238661,63821,Capitol & Story,74.82427156177157,19.532783882783882,94.35705544455544,POINT (6175940.51009233 1953235.32744248)
2418,23,238760,63864,Capitol & Alum Rock,7.030726952785773,175.992697743433,183.0234246962188,POINT (6173689.97423908 1956967.73664431)
2418,25,238760,63864,Capitol & Alum Rock,7.030726952785773,175.992697743433,183.0234246962188,POINT (6173689.97423908 1956967.73664431)
2437,60,239040,63918,Lundy & McKay,10.12883791045555,40.5999820440997,50.728819954555235,POINT (6158023.09153092 1968050.17215656)
2438,60,239040,63919,Lundy & Commerce,2.8159077850254333,6.626229081376137,9.442136866401569,POINT (6157704.89859775 1969220.16194256)
2439,60,239040,63920,Lundy & Concourse,6.029826301149828,14.404291705027001,20.434118006176824,POINT (6157660.01286075 1970226.96143815)
2440,60,239040,63921,Lundy & Fortune,2.1094510881275577,15.099696790137962,17.209147878265526,POINT (6157647.27305683 1971578.49285582)
2441,60,239040,63922,Trade Zone & Lundy,0.5499500499500496,7.18737406384465,7.737324113794701,POINT (6157459.64613549 1972401.70118314)
2442,60,239040,63923,Trade Zone & Ringwood,3.854212780683368,10.025390132743071,13.87960291342644,POINT (6156359.67294174 1972528.41746515)
2443,60,238690,63926,Montague & Trade Zone,5.174993470581705,46.688427585486416,51.863421056068134,POINT (6155922.20760933 1972724.66444798)
2444,60,239041,63942,Trade Zone & Ringwood,21.85895289351172,8.162364188099483,30.021317081611194,POINT (6156415.88674007 1972440.91271889)
2445,60,239041,63943,Lundy & Trade Zone,13.44915288959406,0.7119291656056357,14.161082055199698,POINT (6157700.0275445 1972078.77236706)
2446,60,239041,63944,Lundy & Fortune,10.186004273504272,2.3671487825899575,12.55315305609423,POINT (6157583.35914266 1971636.97764698)
2447,60,239041,63945,Lundy & Concourse,13.050135158958692,5.433436742995563,18.483571901954253,POINT (6157598.38568741 1969911.7996669)
2448,60,239041,63946,Lundy & Commerce,5.138535320888265,2.9339884788414197,8.07252379972968,POINT (6157634.2284635 1969098.13134673)
2449,60,239041,63947,Lundy & McKay,48.11994321038438,14.212274979922034,62.33221819030639,POINT (6157996.021047 1967948.97780515)
2661,523,238680,64477,Lockheed Martin Transit Center,235.66068973706035,0.0,235.66068973706035,POINT (6118038.160018 1975503.35180397)
2662,523,238971,64478,Lockheed Martin Transit Center,0.0,317.4666301835418,317.4666301835418,POINT (6117801.90097608 1975568.38743506)
2678,60,239041,64522,Coleman & Newhall,9.337528321351853,11.463358047181574,20.80088636853342,POINT (6148015.44717616 1953852.15429281)
2679,60,239041,64523,Coleman & Earthquakes,6.246420409655702,11.310977258036079,17.557397667691784,POINT (6147411.83716291 1954226.21522447)
2680,60,239041,64524,Coleman & Brokaw,13.687268613739196,21.888439256821606,35.57570787056082,POINT (6144914.01866774 1955639.02735949)
2682,60,239040,64543,Coleman & Brokaw,23.126327185886016,23.32677330839095,46.45310049427695,POINT (6144767.11541824 1955556.06853589)
2683,60,239040,64545,Coleman & Earthquakes,13.671751859251858,20.918347502171027,34.59009936142291,POINT (6147760.93095291 1953899.35957898)
2697,522,238660,64579,Capitol & Story,15.23609446109446,67.78882645132647,83.0249209124209,POINT (6176068.71488841 1952559.1217739)
2698,522,238961,64581,Capitol & Ocala,43.03497752247751,9.937753912753912,52.97273143523145,POINT (6177729.50159308 1949757.24056664)
2699,60,238691,64585,Montague & Great Mall,23.258238003826225,2.573072597337303,25.831310601163537,POINT (6156408.2702855 1974423.79818881)
2716,23,238760,64650,Stevens Creek & Winchester,85.84480862274977,95.8439114806762,181.68872010342594,POINT (6139741.317399 1943416.79228956)
2716,523,238760,64650,Stevens Creek & Winchester,85.84480862274977,95.8439114806762,181.68872010342594,POINT (6139741.317399 1943416.79228956)
2718,23,238761,64655,San Carlos & 2nd,58.173609723609744,18.317041292041292,76.490651015651,POINT (6158579.61666457 1946311.25828539)
2719,60,239041,64656,Skyport & Technology,24.340749609867252,11.627225633843278,35.967975243710555,POINT (6150015.83228299 1958735.22195448)
2721,25,238791,64658,De Anza & Rodrigues,1.1870360032124743,7.098711582535109,8.285747585747583,POINT (6116154.44495341 1942293.92347232)
2737,23,238761,64696,Stevens Creek & Winchester,85.5774433899434,90.75598910893031,176.33343249887366,POINT (6139677.16759291 1943518.2914304)
2737,523,238761,64696,Stevens Creek & Winchester,85.5774433899434,90.75598910893031,176.33343249887366,POINT (6139677.16759291 1943518.2914304)
2833,60,239031,64926,Winchester & Worthington,39.79433564801213,70.95200567406447,110.74634132207662,POINT (6139964.88486524 1944575.68367256)
2834,60,239030,64927,Winchester & Forest,59.36667572623454,26.014773625067736,85.38144935130224,POINT (6140049.70490558 1944607.14259915)
2860,25,238790,65047,Alum Rock Station,268.57606723342025,282.24610169242516,550.8221689258451,POINT (6174320.37684967 1955679.52366956)
2878,60,239040,65228,Santa Clara Transit Center,194.24108709917536,150.11373789609078,344.3548249952661,POINT (6143971.91359659 1954351.65526231)
2897,23,238760,65320,Alum Rock Station,246.2496378621379,267.1495876672347,513.3992255293725,POINT (6174380.99844758 1955486.75797898)
2927,60,238640,65397,Winchester Station,237.3413986340457,240.33201243201242,477.67341106605824,POINT (6140174.79619083 1927460.81239057)
2940,22,238751,65427,King & Story,250.86059414441755,183.21120619576502,434.07180034018285,POINT (6171423.69432282 1948841.94187231)
2942,523,238970,65459,1st & Paseo de San Antonio,10.563029699059111,172.4941777993248,183.057207498384,POINT (6158157.74447682 1946588.7990689)
2943,23,238760,65460,1st & Paseo de San Antonio,68.25850840336133,269.3489162797987,337.6074246831598,POINT (6158208.50126508 1946482.08045031)
2944,523,238710,65461,2nd & Paseo de San Antonio,199.61137579740523,7.411508834302952,207.02288463170817,POINT (6158300.55488674 1947042.58884373)
2945,23,238761,65462,2nd & Paseo de San Antonio,172.21560939060936,56.47356393606393,228.68917332667337,POINT (6158256.83351749 1947113.88102397)
3028,23,238760,65637,De Anza College Transit Center,393.3340953164484,362.628891941392,755.9629872578406,POINT (6112579.77887441 1943596.99632548)
3054,25,238790,65695,Meridian & Curci,19.06460263592616,17.127066152801444,36.1916687887276,POINT (6150496.03932783 1937558.37979381)
3055,25,238791,65696,Meridian & Curci,17.513510345863274,21.393289308730466,38.90679965459377,POINT (6150608.42853874 1937739.11860557)
3062,22,238750,65707,Tully & Capitol,2.7082711406240825,45.99602485577721,48.70429599640128,POINT (6179623.52733257 1945380.92910931)
3078,23,238760,65740,Stevens Creek & Santana Row / Valley Fair,376.5634239126887,116.91708520237934,493.48050911506795,POINT (6140837.77846067 1943422.75290756)
3078,523,238760,65740,Stevens Creek & Santana Row / Valley Fair,376.5634239126887,116.91708520237934,493.48050911506795,POINT (6140837.77846067 1943422.75290756)
3079,23,238761,65741,Stevens Creek & Valley Fair / Santana Row,109.06053187009068,391.8067759038348,500.86730777392535,POINT (6141126.594156 1943538.09191573)
3079,523,238761,65741,Stevens Creek & Valley Fair / Santana Row,109.06053187009068,391.8067759038348,500.86730777392535,POINT (6141126.594156 1943538.09191573)
3103,60,238981,65788,Benton & Lafayette,7.316567664361782,5.381204987822636,12.697772652184414,POINT (6141866.47915916 1953546.89637315)
3111,22,238751,65810,Eastridge Transit Center (Bay 6),677.1005376975966,0.0,677.1005376975966,POINT (6180454.63787508 1944472.03263314)
3111,522,238751,65810,Eastridge Transit Center (Bay 6),677.1005376975966,0.0,677.1005376975966,POINT (6180454.63787508 1944472.03263314)
3113,22,238750,65812,Eastridge Transit Center (Bay 5),0.0,1087.191627979863,1087.191627979863,POINT (6180650.18013491 1944273.75087748)
3113,522,238750,65812,Eastridge Transit Center (Bay 5),0.0,1087.191627979863,1087.191627979863,POINT (6180650.18013491 1944273.75087748)
3114,60,239040,65815,Lundy & Hostetter,20.5284603468427,88.81212986360043,109.34059021044308,POINT (6158904.9070245 1966697.76967764)
3116,25,238791,65823,Story & Senter,27.11986616324851,71.51432178932178,98.63418795257033,POINT (6164718.94296858 1944110.42312014)
3117,25,238791,65824,Story & Remillard,30.50970704132468,12.484204520969225,42.99391156229393,POINT (6166046.57942091 1944820.09853806)
3120,60,239041,65843,Santa Clara Transit Center,175.7124845742493,180.99439775910358,356.706882333353,POINT (6144037.09817749 1954318.24522415)
3121,522,238730,65846,Capitol & Nuesta Castillo,75.5721472971473,138.93085248085245,214.50299977799983,POINT (6174468.83029291 1955571.80866189)
3122,522,238961,65847,Capitol & Wilbur (Alum Rock Stn),104.3065725940726,64.09729853479855,168.40387112887115,POINT (6174545.51386657 1955690.51938248)
3123,22,238751,65849,Santa Clara & 2nd,325.42883668618987,278.0328862314157,603.4617229176056,POINT (6157575.71742566 1948005.21716781)
3124,522,238930,65850,Santa Clara & 2nd,302.12006930977526,329.5230968378028,631.6431661475775,POINT (6157671.70509458 1947988.13321248)
3124,523,238930,65850,Santa Clara & 2nd,302.12006930977526,329.5230968378028,631.6431661475775,POINT (6157671.70509458 1947988.13321248)
3125,522,238960,65856,Alum Rock & King,34.55937534687534,87.99397546897548,122.55335081585078,POINT (6167823.32193041 1953857.80979331)
3126,522,238961,65857,Alum Rock & King,84.49004329004329,25.28002830502831,109.7700715950716,POINT (6167491.05323799 1953696.9383959)
3127,522,238960,65858,Alum Rock & Jackson,29.864699189699213,113.24741924741922,143.11211843711848,POINT (6171354.06880592 1955882.5186704)
3128,522,238961,65859,Alum Rock & Jackson,140.22651098901102,27.122889610389606,167.34940059940052,POINT (6171040.61766116 1955733.35131781)
3130,60,238730,65867,1ST & METRO,57.75118639530409,111.31920832435537,169.07039471965945,POINT (6150544.902091 1959913.96894081)
3143,60,239040,65882,MILPITAS BART - 6,322.55477520845164,325.1055660842425,647.6603412926939,POINT (6157506.77563441 1974809.09236573)
3155,523,238970,65901,Sunnyvale-Saratoga & El Camino,206.7419487375371,165.3013138821962,372.0432626197332,POINT (6116335.84911816 1959764.08013298)
3156,523,238971,65902,Sunnyvale-Saratoga & El Camino,189.10789798436852,219.73602157646283,408.84391956083147,POINT (6116423.22131875 1959757.18710214)
3159,25,238790,65906,Tamien Station,161.6488522914994,183.010487551664,344.6593398431635,POINT (6159056.16229941 1938604.03091773)
3160,60,239030,65907,WINCHESTER & STEVENS CREEK,66.80991606432782,115.36421805318864,182.1741341175165,POINT (6140061.03231074 1943836.79604273)
3172,523,238970,65923,Mathilda & Innovation,19.077749048337278,1.290674603174603,20.368423651511886,POINT (6118335.40220566 1974083.76540431)
3195,60,239040,65952,SKYPORT & TECHNOLOGY,10.974962619080264,27.90470820029643,38.87967081937671,POINT (6150083.01521949 1958642.0761434)
3196,60,239041,65953,1ST & BROKAW,17.166847205082497,38.098823317205664,55.265670522288175,POINT (6149607.297667 1961293.70797923)
3197,60,239040,65954,BROKAW & 1ST,29.277457346575,20.043677809118975,49.32113515569399,POINT (6149769.10114916 1961634.28210123)
3219,23,238761,66001,San Carlos & Meridian,156.29639086403796,174.04928951767187,330.34568038170977,POINT (6150710.01462166 1943405.86120906)
3219,523,238761,66001,San Carlos & Meridian,156.29639086403796,174.04928951767187,330.34568038170977,POINT (6150710.01462166 1943405.86120906)
3221,60,239040,66019,San Jose Airport Terminal B,105.51564358843768,69.77195386313034,175.28759745156796,POINT (6148161.17227842 1958273.94794264)
3225,25,238790,66033,Clove & Ginger,37.62825091575093,52.15947802197803,89.78772893772896,POINT (6143691.13955183 1939440.16605648)
3239,25,238790,66055,Moorpark & Empey,18.09434021860493,27.458610996846296,45.55295121545122,POINT (6143692.33574367 1940729.95317507)
