,counter_id,adt,main_road,counter_location,cross_road,nearby_intersect,geometry,index_right,route_id,route_name,route_desc,category,route_length,object_id
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1362,5808,4481.0,MONTGOMERY ST,S of,SANTA CLARA ST,MONTGOMERY ST & SANTA CLARA ST,POINT (6154283.47958758 1946235.54026099),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1362,5808,4481.0,MONTGOMERY ST,S of,SANTA CLARA ST,MONTGOMERY ST & SANTA CLARA ST,POINT (6154283.47958758 1946235.54026099),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1368,5814,1825.0,BAYWOOD AV,S of,MOORPARK AV,BAYWOOD AV & MOORPARK AV,POINT (6141259.56075358 1940618.27459265),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1369,5815,28193.0,MOORPARK AV,E of,BAYWOOD AV,MOORPARK AV & BAYWOOD AV,POINT (6141380.25801875 1940796.10199289),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1372,5818,8294.0,MATRIX BL,W of,FIRST ST,MATRIX BL & FIRST ST,POINT (6149923.21009292 1960729.0896859),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1393,5839,7000.0,AUTUMN ST,S of,THE ALAMEDA,AUTUMN ST & THE ALAMEDA,POINT (6154575.10761325 1946297.71434923),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1393,5839,7000.0,AUTUMN ST,S of,THE ALAMEDA,AUTUMN ST & THE ALAMEDA,POINT (6154575.10761325 1946297.71434923),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1395,5841,4950.0,MONTGOMERY ST,S of,THE ALAMEDA,MONTGOMERY ST & THE ALAMEDA,POINT (6154279.78733775 1946313.80454014),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1395,5841,4950.0,MONTGOMERY ST,S of,THE ALAMEDA,MONTGOMERY ST & THE ALAMEDA,POINT (6154279.78733775 1946313.80454014),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1402,5848,14900.0,SAN CARLOS ST,W of,MARKET ST,SAN CARLOS ST & MARKET ST,POINT (6157946.93912417 1945902.35195097),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1402,5848,14900.0,SAN CARLOS ST,W of,MARKET ST,SAN CARLOS ST & MARKET ST,POINT (6157946.93912417 1945902.35195097),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1403,5849,14400.0,SAN CARLOS ST,W of,HWY-87,SAN CARLOS ST & HWY-87,POINT (6155993.19270357 1944793.85810497),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1403,5849,14400.0,SAN CARLOS ST,W of,HWY-87,SAN CARLOS ST & HWY-87,POINT (6155993.19270357 1944793.85810497),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1404,5850,14100.0,SAN CARLOS ST,E of,BIRD AV,SAN CARLOS ST & BIRD AV,POINT (6154545.24382783 1943772.52451773),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1404,5850,14100.0,SAN CARLOS ST,E of,BIRD AV,SAN CARLOS ST & BIRD AV,POINT (6154545.24382783 1943772.52451773),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1405,5851,14600.0,THE ALAMEDA,W of,AUTUMN ST,THE ALAMEDA & AUTUMN ST,POINT (6154474.15505925 1946404.02089514),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1405,5851,14600.0,THE ALAMEDA,W of,AUTUMN ST,THE ALAMEDA & AUTUMN ST,POINT (6154474.15505925 1946404.02089514),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1406,5852,14600.0,THE ALAMEDA,W of,CAHILL ST,THE ALAMEDA & CAHILL ST,POINT (6153947.41628332 1946383.42776048),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1406,5852,14600.0,THE ALAMEDA,W of,CAHILL ST,THE ALAMEDA & CAHILL ST,POINT (6153947.41628332 1946383.42776048),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1407,5853,15900.0,THE ALAMEDA,W of,STOCKTON AV,THE ALAMEDA & STOCKTON AV,POINT (6153456.2446935 1946362.76868106),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1407,5853,15900.0,THE ALAMEDA,W of,STOCKTON AV,THE ALAMEDA & STOCKTON AV,POINT (6153456.2446935 1946362.76868106),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1408,5854,29000.0,THE ALAMEDA,W of,INT-880,THE ALAMEDA & INT-880,POINT (6147229.92906216 1950351.44410264),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1408,5854,29000.0,THE ALAMEDA,W of,INT-880,THE ALAMEDA & INT-880,POINT (6147229.92906216 1950351.44410264),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1409,5855,28500.0,ALUM ROCK AV,E of,HWY-101,ALUM ROCK AV & HWY-101,POINT (6166225.96652932 1952949.90380073),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1409,5855,28500.0,ALUM ROCK AV,E of,HWY-101,ALUM ROCK AV & HWY-101,POINT (6166225.96652932 1952949.90380073),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1409,5855,28500.0,ALUM ROCK AV,E of,HWY-101,ALUM ROCK AV & HWY-101,POINT (6166225.96652932 1952949.90380073),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1410,5856,28500.0,ALUM ROCK AV,E of,KING RD,ALUM ROCK AV & KING RD,POINT (6167798.39678341 1953858.03945164),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1410,5856,28500.0,ALUM ROCK AV,E of,KING RD,ALUM ROCK AV & KING RD,POINT (6167798.39678341 1953858.03945164),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1410,5856,28500.0,ALUM ROCK AV,E of,KING RD,ALUM ROCK AV & KING RD,POINT (6167798.39678341 1953858.03945164),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1411,5857,32500.0,ALUM ROCK AV,W of,CAPITOL AV,ALUM ROCK AV & CAPITOL AV,POINT (6173493.02023666 1957125.70647272),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1411,5857,32500.0,ALUM ROCK AV,W of,CAPITOL AV,ALUM ROCK AV & CAPITOL AV,POINT (6173493.02023666 1957125.70647272),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1411,5857,32500.0,ALUM ROCK AV,W of,CAPITOL AV,ALUM ROCK AV & CAPITOL AV,POINT (6173493.02023666 1957125.70647272),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1412,5858,25500.0,ALUM ROCK AV,W of,WHITE RD,ALUM ROCK AV & WHITE RD,POINT (6175629.17410083 1958350.01012649),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1447,5893,3830.0,FIRST ST,N of,SAN CARLOS ST,FIRST ST & SAN CARLOS ST,POINT (6158323.50628442 1946263.87616231),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1447,5893,3830.0,FIRST ST,N of,SAN CARLOS ST,FIRST ST & SAN CARLOS ST,POINT (6158323.50628442 1946263.87616231),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1448,5894,4543.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157370.69618216 1947935.37019464),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1448,5894,4543.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157370.69618216 1947935.37019464),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1448,5894,4543.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157370.69618216 1947935.37019464),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1448,5894,4543.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157370.69618216 1947935.37019464),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1449,5895,10609.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158433.37712766 1948230.83745147),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1449,5895,10609.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158433.37712766 1948230.83745147),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1449,5895,10609.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158433.37712766 1948230.83745147),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1449,5895,10609.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158433.37712766 1948230.83745147),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1454,5900,15094.0,SAN CARLOS ST,E of,CONVENTION CENTER LRT,SAN CARLOS ST & CONVENTION CENTER LRT,POINT (6157710.05573966 1945760.43195923),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1454,5900,15094.0,SAN CARLOS ST,E of,CONVENTION CENTER LRT,SAN CARLOS ST & CONVENTION CENTER LRT,POINT (6157710.05573966 1945760.43195923),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1455,5901,14075.0,SAN CARLOS ST,E of,JOSEFA ST,SAN CARLOS ST & JOSEFA ST,POINT (6155113.91591883 1944174.06078814),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1455,5901,14075.0,SAN CARLOS ST,E of,JOSEFA ST,SAN CARLOS ST & JOSEFA ST,POINT (6155113.91591883 1944174.06078814),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1456,5902,11802.0,SAN CARLOS ST,W of,WOZ WY,SAN CARLOS ST & WOZ WY,POINT (6156235.85954107 1944931.71708123),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1456,5902,11802.0,SAN CARLOS ST,W of,WOZ WY,SAN CARLOS ST & WOZ WY,POINT (6156235.85954107 1944931.71708123),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1466,5912,5505.0,WOZ WY,N of,SAN CARLOS ST,WOZ WY & SAN CARLOS ST,POINT (6156246.23156758 1945002.87802814),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1466,5912,5505.0,WOZ WY,N of,SAN CARLOS ST,WOZ WY & SAN CARLOS ST,POINT (6156246.23156758 1945002.87802814),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1475,5921,41811.0,TULLY RD,W of,QUIMBY RD,TULLY RD & QUIMBY RD,POINT (6177722.24307741 1943889.82382381),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1478,5924,25204.0,WHITE RD,N of,WESTBORO DR,WHITE RD & WESTBORO DR,POINT (6177263.20036033 1956269.27084965),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1528,5974,1694.0,HYDE AV,S of,BOLLINGER RD,HYDE AV & BOLLINGER RD,POINT (6122387.26057175 1939005.87197757),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1585,6031,3050.0,ST ELIZABETH DR,S of,FRUTDALE AV,ST ELIZABETH DR & FRUTDALE AV,POINT (6149960.83993891 1938666.77882373),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1587,6033,26146.0,STORY RD,W of,CAPITOL EX,STORY RD & CAPITOL EX,POINT (6175883.59025866 1952878.76319498),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1587,6033,26146.0,STORY RD,W of,CAPITOL EX,STORY RD & CAPITOL EX,POINT (6175883.59025866 1952878.76319498),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1588,6034,24559.0,STORY RD,W of,HOPKINS DR,STORY RD & HOPKINS DR,POINT (6172801.66072699 1950338.21775115),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1589,6035,24512.0,STORY RD,W of,JACKSON AV,STORY RD & JACKSON AV,POINT (6174237.94000666 1951522.15107881),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1590,6036,40098.0,STORY RD,W of,KING RD,STORY RD & KING RD,POINT (6171140.85007225 1948967.21589997),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1590,6036,40098.0,STORY RD,W of,KING RD,STORY RD & KING RD,POINT (6171140.85007225 1948967.21589997),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1591,6037,42388.0,STORY RD,W of,MCGINNESS AV,STORY RD & MCGINNESS AV,POINT (6176671.5722785 1953542.41377056),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1593,6039,30697.0,STORY RD,W of,STONEHEDGE WY,STORY RD & STONEHEDGE WY,POINT (6177968.71502541 1954602.58783132),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1597,6043,7738.0,WILLOW ST,W of,PALM ST,WILLOW ST & PALM ST,POINT (6158874.42447391 1940957.00849523),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1624,6070,27834.0,THE ALAMEDA,N of,ASBURY ST,THE ALAMEDA & ASBURY ST,POINT (6148912.90404266 1948685.10163482),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1624,6070,27834.0,THE ALAMEDA,N of,ASBURY ST,THE ALAMEDA & ASBURY ST,POINT (6148912.90404266 1948685.10163482),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1625,6071,33646.0,THE ALAMEDA,N of,HEDDING ST,THE ALAMEDA & HEDDING ST,POINT (6147935.96111466 1949752.47876514),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1625,6071,33646.0,THE ALAMEDA,N of,HEDDING ST,THE ALAMEDA & HEDDING ST,POINT (6147935.96111466 1949752.47876514),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1626,6072,28960.0,THE ALAMEDA,N of,NEWHALL ST,THE ALAMEDA & NEWHALL ST,POINT (6146327.66216591 1950725.06310606),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1626,6072,28960.0,THE ALAMEDA,N of,NEWHALL ST,THE ALAMEDA & NEWHALL ST,POINT (6146327.66216591 1950725.06310606),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1627,6073,17714.0,THE ALAMEDA,W of,STOCKTON AV,THE ALAMEDA & STOCKTON AV,POINT (6153425.58005667 1946361.61251539),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1627,6073,17714.0,THE ALAMEDA,W of,STOCKTON AV,THE ALAMEDA & STOCKTON AV,POINT (6153425.58005667 1946361.61251539),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1628,6074,23240.0,THE ALAMEDA,N of,SHASTA AV,THE ALAMEDA & SHASTA AV,POINT (6150610.53811458 1946867.80507256),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1628,6074,23240.0,THE ALAMEDA,N of,SHASTA AV,THE ALAMEDA & SHASTA AV,POINT (6150610.53811458 1946867.80507256),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1639,6085,18988.0,SANTA CLARA ST,W of,10TH ST,SANTA CLARA ST & 10TH ST,POINT (6160147.17881817 1949454.21230131),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1639,6085,18988.0,SANTA CLARA ST,W of,10TH ST,SANTA CLARA ST & 10TH ST,POINT (6160147.17881817 1949454.21230131),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1639,6085,18988.0,SANTA CLARA ST,W of,10TH ST,SANTA CLARA ST & 10TH ST,POINT (6160147.17881817 1949454.21230131),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1640,6086,15188.0,SANTA CLARA ST,W of,7TH ST,SANTA CLARA ST & 7TH ST,POINT (6159222.47102192 1948922.27996624),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1640,6086,15188.0,SANTA CLARA ST,W of,7TH ST,SANTA CLARA ST & 7TH ST,POINT (6159222.47102192 1948922.27996624),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1640,6086,15188.0,SANTA CLARA ST,W of,7TH ST,SANTA CLARA ST & 7TH ST,POINT (6159222.47102192 1948922.27996624),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1640,6086,15188.0,SANTA CLARA ST,W of,7TH ST,SANTA CLARA ST & 7TH ST,POINT (6159222.47102192 1948922.27996624),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1641,6087,16786.0,SANTA CLARA ST,W of,17TH ST,SANTA CLARA ST & 17TH ST,POINT (6162100.115201 1950575.63820806),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1641,6087,16786.0,SANTA CLARA ST,W of,17TH ST,SANTA CLARA ST & 17TH ST,POINT (6162100.115201 1950575.63820806),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1641,6087,16786.0,SANTA CLARA ST,W of,17TH ST,SANTA CLARA ST & 17TH ST,POINT (6162100.115201 1950575.63820806),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1664,6110,10938.0,SAN CARLOS ST,W of,ALMADEN BL,SAN CARLOS ST & ALMADEN BL,POINT (6157043.02656192 1945378.99210531),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1664,6110,10938.0,SAN CARLOS ST,W of,ALMADEN BL,SAN CARLOS ST & ALMADEN BL,POINT (6157043.02656192 1945378.99210531),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1668,6114,24618.0,SANTA CLARA ST,E of,1ST ST,SANTA CLARA ST & 1ST ST,POINT (6157455.470947 1947907.42143165),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1668,6114,24618.0,SANTA CLARA ST,E of,1ST ST,SANTA CLARA ST & 1ST ST,POINT (6157455.470947 1947907.42143165),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1668,6114,24618.0,SANTA CLARA ST,E of,1ST ST,SANTA CLARA ST & 1ST ST,POINT (6157455.470947 1947907.42143165),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1668,6114,24618.0,SANTA CLARA ST,E of,1ST ST,SANTA CLARA ST & 1ST ST,POINT (6157455.470947 1947907.42143165),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1671,6117,25438.0,WINCHESTER BL,S of,OLIN AV,WINCHESTER BL & OLIN AV,POINT (6139994.21026592 1942334.42568789),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
